2.0000000000	43.0933157127	41.8777033934	40.4159322770
2.0010000000	43.0896682199	41.8740757283	40.4123844386
2.0020000000	43.0860260029	41.8704537675	40.4088438435
2.0030000000	43.0823890547	41.8668375030	40.4053104792
2.0040000000	43.0787573683	41.8632269269	40.4017843330
2.0050000000	43.0751309366	41.8596220313	40.3982653923
2.0060000000	43.0715097528	41.8560228081	40.3947536445
2.0070000000	43.0678938098	41.8524292495	40.3912490772
2.0080000000	43.0642831007	41.8488413476	40.3877516777
2.0090000000	43.0606776184	41.8452590945	40.3842614336
2.0100000000	43.0570773562	41.8416824822	40.3807783325
2.0110000000	43.0534823070	41.8381115030	40.3773023617
2.0120000000	43.0498924638	41.8345461489	40.3738335089
2.0130000000	43.0463078199	41.8309864121	40.3703717617
2.0140000000	43.0427283683	41.8274322847	40.3669171076
2.0150000000	43.0391541020	41.8238837590	40.3634695343
2.0160000000	43.0355850142	41.8203408270	40.3600290295
2.0170000000	43.0320210979	41.8168034810	40.3565955806
2.0180000000	43.0284623465	41.8132717131	40.3531691755
2.0190000000	43.0249087528	41.8097455156	40.3497498019
2.0200000000	43.0213603102	41.8062248806	40.3463374474
2.0210000000	43.0178170117	41.8027098005	40.3429320998
2.0220000000	43.0142788505	41.7992002674	40.3395337469
2.0230000000	43.0107458198	41.7956962736	40.3361423764
2.0240000000	43.0072179128	41.7921978113	40.3327579761
2.0250000000	43.0036951226	41.7887048729	40.3293805339
2.0260000000	43.0001774424	41.7852174505	40.3260100375
2.0270000000	42.9966648655	41.7817355365	40.3226464749
2.0280000000	42.9931573850	41.7782591232	40.3192898339
2.0290000000	42.9896549942	41.7747882028	40.3159401024
2.0300000000	42.9861576863	41.7713227678	40.3125972684
2.0310000000	42.9826654546	41.7678628104	40.3092613198
2.0320000000	42.9791782922	41.7644083229	40.3059322445
2.0330000000	42.9756961925	41.7609592978	40.3026100305
2.0340000000	42.9722191487	41.7575157274	40.2992946658
2.0350000000	42.9687471541	41.7540776040	40.2959861384
2.0360000000	42.9652802019	41.7506449200	40.2926844364
2.0370000000	42.9618182855	41.7472176679	40.2893895478
2.0380000000	42.9583613982	41.7437958399	40.2861014607
2.0390000000	42.9549095332	41.7403794286	40.2828201632
2.0400000000	42.9514626839	41.7369684264	40.2795456435
2.0410000000	42.9480208437	41.7335628256	40.2762778895
2.0420000000	42.9445840057	41.7301626187	40.2730168896
2.0430000000	42.9411521635	41.7267677982	40.2697626318
2.0440000000	42.9377253102	41.7233783566	40.2665151044
2.0450000000	42.9343034394	41.7199942862	40.2632742955
2.0460000000	42.9308865443	41.7166155797	40.2600401935
2.0470000000	42.9274746184	41.7132422294	40.2568127865
2.0480000000	42.9240676549	41.7098742278	40.2535920629
2.0490000000	42.9206656474	41.7065115676	40.2503780109
2.0500000000	42.9172685892	41.7031542412	40.2471706188
2.0510000000	42.9138764737	41.6998022411	40.2439698750
2.0520000000	42.9104892944	41.6964555599	40.2407757678
2.0530000000	42.9071070446	41.6931141901	40.2375882855
2.0540000000	42.9037297178	41.6897781243	40.2344074166
2.0550000000	42.9003573075	41.6864473550	40.2312331495
2.0560000000	42.8969898071	41.6831218749	40.2280654726
2.0570000000	42.8936272101	41.6798016766	40.2249043743
2.0580000000	42.8902695098	41.6764867525	40.2217498431
2.0590000000	42.8869166999	41.6731770954	40.2186018674
2.0600000000	42.8835687738	41.6698726979	40.2154604359
2.0610000000	42.8802257249	41.6665735525	40.2123255369
2.0620000000	42.8768875469	41.6632796520	40.2091971591
2.0630000000	42.8735542331	41.6599909889	40.2060752910
2.0640000000	42.8702257772	41.6567075560	40.2029599211
2.0650000000	42.8669021726	41.6534293459	40.1998510381
2.0660000000	42.8635834129	41.6501563513	40.1967486306
2.0670000000	42.8602694916	41.6468885648	40.1936526872
2.0680000000	42.8569604023	41.6436259793	40.1905631965
2.0690000000	42.8536561385	41.6403685873	40.1874801473
2.0700000000	42.8503566939	41.6371163816	40.1844035282
2.0710000000	42.8470620619	41.6338693549	40.1813333279
2.0720000000	42.8437722362	41.6306275000	40.1782695351
2.0730000000	42.8404872103	41.6273908095	40.1752121387
2.0740000000	42.8372069779	41.6241592764	40.1721611273
2.0750000000	42.8339315326	41.6209328933	40.1691164898
2.0760000000	42.8306608680	41.6177116530	40.1660782148
2.0770000000	42.8273949777	41.6144955483	40.1630462914
2.0780000000	42.8241338554	41.6112845719	40.1600207082
2.0790000000	42.8208774946	41.6080787168	40.1570014542
2.0800000000	42.8176258891	41.6048779756	40.1539885182
2.0810000000	42.8143790325	41.6016823413	40.1509818891
2.0820000000	42.8111369185	41.5984918067	40.1479815558
2.0830000000	42.8078995407	41.5953063645	40.1449875073
2.0840000000	42.8046668929	41.5921260077	40.1419997324
2.0850000000	42.8014389687	41.5889507292	40.1390182202
2.0860000000	42.7982157618	41.5857805217	40.1360429597
2.0870000000	42.7949972659	41.5826153782	40.1330739398
2.0880000000	42.7917834748	41.5794552915	40.1301111496
2.0890000000	42.7885743821	41.5763002546	40.1271545781
2.0900000000	42.7853699817	41.5731502604	40.1242042143
2.0910000000	42.7821702672	41.5700053018	40.1212600474
2.0920000000	42.7789752324	41.5668653717	40.1183220663
2.0930000000	42.7757848710	41.5637304630	40.1153902603
2.0940000000	42.7725991768	41.5606005688	40.1124646185
2.0950000000	42.7694181436	41.5574756819	40.1095451300
2.0960000000	42.7662417652	41.5543557953	40.1066317839
2.0970000000	42.7630700353	41.5512409021	40.1037245695
2.0980000000	42.7599029478	41.5481309951	40.1008234759
